Label,Question,Response,Theme,Anthropomorphism,Attractivity,Identification,Goal Facilitation,Trustworthiness,Usefulness,Accessibility,Gender-Consciousness (MR1),Empathic Intuition (MR2),Personal Visual Engagement (MR3),Credibility Relatability (MR4),Inclusive Community (MR5),User Agency (MR6),Cognitive Simplicity (MR7)
TrueNorth11,I'm dealing with issue number 11 related to being a woman in STEM. How do I navigate this?,"I'm sorry, but I need more information to provide specific advice. Could you please clarify what ""issue number 11"" refers to? Providing more context will help me give you a relevant and helpful response based on the available documents.",General Support,3,3,2,2,3,2,3,2,2,1,2,2,2,2
TrueNorth12,"I'm the only woman on my engineering team, and it's starting to feel isolating.","It's understandable that you're feeling isolated as the only woman on your engineering team. This is a common experience for women in STEM fields [2].

Here are a few things to keep in mind:

*   **The Lack of Women Mentors:** The absence of women mentors can make engineering a lonely field [1].
*   **Male-Dominated Culture:** Management and workplace culture can sometimes be male-dominated, which can be isolating [5].
*   **Importance of Inclusion:** It's crucial for diverse perspectives to be included and respected to create a better environment for everyone [2].
*   **Address Exclusion:** It can be challenging to navigate situations where you feel excluded or are witnessing others being excluded [6].
*   **Leadership Skills:** Developing leadership skills can help you navigate uncomfortable conversations and advocate for yourself [4].

**References**

*   [1] (2011). [NSF_Stemming the Tide Why Women Leave Engineering.pdf]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#2)

> “The lack of women in general, and the lack of women mentors makes it [engineering] a LONELY [field for women to want to stay in.]”
*   [2] (n.d.). [Dare to Lead - Brene Brown - Penguin Random House LLC, New York, 2018.pdf]($BOOKS_HOME/Dare%20to%20Lead%20-%20Brenee%20Brown%20-%20Penguin%20Random%20House%20LLC,%20New%20York,%202018.pdf#109)

> ""Only when diverse perspectives are included, respected, and valued can we start to get a full picture of the world"".
*   [3] (2011). [NSF_Stemming the Tide Why Women Leave Engineering.pdf]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#59)

> ""Workplace climate issues, both positive and negative, had a pervasive influence on a variety of outcomes such as commitment, satisfaction, and withdrawal behaviors, and intentions.""
*   [4] (2024). [Gender Equity Toolkit]($BOOKS_HOME/gender_equity_toolkit.pdf#6)

> ""Simply taking time to reflect and learn to become a better leader is so important for women...These skills will build confidence so that we can feel like we can take on uncomfortable conversations (like asking for better compensation!) and be successful!""
*   [5] (2011). [NSF_Stemming the Tide Why Women Leave Engineering.pdf]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#34)

> ""Most of management is a male-dominated culture (male conversation topics, long hours, demanding lifestyle, career-focused expectations). … Women usually choose to leave WITHOUT FIGHTING THE UPHILL BATTLE to make improvements.""
*   [6] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*
    -   [Page 256]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#256): ""The greatest challenge for many of us is finding a way out of the excluding and gossiping when it’s actually happening. If we are with friends or colleagues who start talking bad about or ganging up on someone, how do we decline to participate? Again, this is a difficult situation because our connection is in danger.""
*   [7] (n.d.). [Dare to Lead - Brenee Brown - Penguin Random House LLC, New York, 2018.pdf]($BOOKS_HOME/Dare%20to%20Lead%20-%20Brenee%20Brown%20-%20Penguin%20Random%20House%20LLC,%20New%20York,%202018.pdf#44)

> ""What does support from me look like?” Not only does it offer the opportunity for clarity and set up the team for success, asking people for specific examples of what supportive behaviors look like—and what they do not look like—it also holds them accountable for asking for what they need.""",Gendered Culture,4,3,4,4,4,4,4,4,4,4,4,4,4,4
TrueNorth13,"Every time I speak up in meetings, I get interrupted. How do I handle that?","It can be frustrating to be interrupted in meetings! Here's how you might address this:

1.  **Share your perspective:** Start by calmly and factually explaining what you've observed. For example, ""A couple of times in the meeting today when I’d start a comment, you’d raise your hand toward me and then start speaking before I’d finished"" [2].
2.  **Build Safety:** Let the person know your intentions are not to accuse, but to improve communication [2]. For example, ""I don’t want you to feel like you have to pull punches with me at all. All I’m asking for is that you tell me you disagree..."" [2].
3.  **Seek Assistance:** Consider getting feedback on your communication style. Sometimes, we aren't aware of how we come across to others [6]. You could even ask a speech coach to help you [6].
4.  **Leadership Skills:** Building confidence and leadership skills can help you take on uncomfortable conversations [4].

**References**
*   [2] (n.d.). , p. 333
> ""Well, a couple of times in the meeting today when I’d start a comment, you’d raise your hand toward me and then start speaking before I’d finished. I don’t know if this is how you mean that, but to me it feels like you think my idea is stupid and it’s a way of shutting me down...I don’t want you to feel like you have to pull punches with me at all. All I’m asking for is that you tell me you disagre...""
*   [6] (n.d.). , p. 655
> “Pick up the speed by 10 percent.” “Pause after the word ‘successful.’ ” After four hours of guided instruction, Lauren learned what might have taken months without feedback...Since you’re on the wrong side of your eyeballs, you can’t always see exactly what it is that you’re doing that works or doesn’t work. So invest in still another form of assistance: see...""
*   [4] (2024). *Gender Equity Toolkit*, p. 6
> ""Increasing Leadership Skills...These skills will build confidence so that we can feel like we can take on uncomfortable conversations (like asking for better compensation!) and be successful!""",Male Allyship,4,3,4,4,4,4,4,4,4,3,4,4,4,4
TrueNorth14,"I'm thinking of applying for a promotion, but I don't feel ready even though others say I am.","It's understandable to feel hesitant about pursuing a promotion, even when others believe in you. Sometimes, those feelings stem from fear of vulnerability related to expectations and potential disappointment [1]. For instance, sharing your aspirations and not achieving them can lead to feelings of shame in addition to sadness and disappointment [1].

Focusing on developing a growth mindset can be helpful. Recognizing that abilities are malleable and that setbacks are learning opportunities can shift your perspective [4]. Building leadership skills can also boost your confidence, making you feel more prepared to take on new challenges and uncomfortable conversations, such as negotiating for better compensation [2]. Remember, what made you successful in the past might not be what's needed in a leadership role; it's about lifting up your team and helping them shine [5]. It is also important to master the fundamentals, so you can focus on the higher-order challenges [8].

It may be beneficial to increase your coping resources, such as meditation, yoga, exercise, or hobbies that help you relax [6]. Practicing calm, which involves creating perspective and mindfulness, can also help manage emotional reactivity [7]. Remember, social and economic conditions can affect one's confidence to freely choose careers, which in turn limits access to work that provides better compensation and work environments [9].

**References:**

*   [1] Brene Brown (2025) - *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*, p. 228
> ""We also fear vulnerability because it is often related to our expectations and the pain of disappointment...Instead of just feeling sad and disappointed, I felt sad, disappointed and ashamed.”
*   [2] (2024) - *Gender Equity Toolkit*, p. 6
> ""These skills will build confidence so that we can feel like we can take on uncomfortable conversations (like asking for better compensation!) and be successful!""
*   [4] Amber Phillips (2022) - *Woman’s Circle Resources*, p. 64
> ""The growth mindset means recognizing humans as malleable. From this stance, setbacks become opportunities for learning (Dweck, 1999) and our potential becomes unlimited.""
*   [5] (n.d.) - , p. 110
> ""Rewarding others rather than seeking to be rewarded is the only way to continue to grow within an organization, and to fully embody the mantle of daring leadership...In a daring leadership role, it’s time to lift up our teams and help them shine.""
*   [6] Amber Phillips (2022) - *Woman’s Circle Resources*, p. 25
> ""Add to coping resources. Everyone can benefit from having a toolkit of effective coping resources...whatever helps you relax, including reading, music, doing puzzles, painting, writing and more.""
*   [7] (n.d.) - , p. 246
> ""I define calm as creating perspective and mindfulness while managing emotional reactivity. Calm is a superpower because it is the balm that heals one of the most prevalent workplace stressors: anxiety.""
*   [8] (n.d.) - , p. 165
> ""You have to master the fundamentals of ball control so you can pick your head up in a game and see what is going on around you...You have to have complete confidence about your mastery of that skill so you can focus on other things.”
*   [9] Jewel Lee (2024) - , p. 24
> ""According to the psychology of working theory (PWT), social and economic conditions negatively affect one's confidence to freely choose careers, which in turn limits access to work that provides better compensation and work environments""",Confidence & Self-Efficacy,4,3,4,4,4,4,3,4,4,2,4,4,4,3
TrueNorth15,A male colleague made a sexist joke and everyone just laughed. I don't know if I should say something.,"It's understandable to feel conflicted when a sexist joke is made and others laugh [1]. You're not alone in feeling uncomfortable.

Here's how you might consider addressing the situation:

*   **Address it Privately:** A vast majority of these problems go away if they’re privately, respectfully, and firmly discussed [1].
*   **Company Policy:** Some companies take a harsh stance against behaviors like racist or sexist jokes, with immediate consequences for violations [2].
*   **Find a Shared Purpose:** Build safety by finding a shared purpose, and you should now have enough safety to return to the content of the conversation [4].

It's up to you to decide if you feel safe and comfortable addressing the comment, but remember, your feelings are valid [3].

**References**
*   [1] (n.d.). , p. 179
> ""Generally speaking, a vast majority of these problems go away if they’re privately, respectfully, and firmly discussed.""
*   [2] (n.d.). , p. 681
> ""To take on a norm that had lasted for a centuries, the leaders decided to pick a common racist behavior and annihilate it through the judicious use of punishment...Anyone who told a racist joke would be fired on the spot, without any warning or grace period.""
*   [3] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*, p. 251
> ""At work, the guys dangle this carrot in front of the women. You can hang out with them if you sell enough . . . if you work more . . . if you give up your family.""
*   [4] (n.d.). , p. 102
> ""Build safety by finding a shared purpose, you should now have enough safety to return to the content of the conversation.""",Gendered Culture,4,3,4,4,4,3,4,4,4,3,4,4,4,4
TrueNorth16,I've just returned from maternity leave and feel out of sync with the team.,"It's understandable to feel out of sync after returning from maternity leave. Here's how you can navigate this transition:

*   **Acknowledge your feelings:** Recognize that motherhood can be a significant life change and a potential shame trigger [7].
*   **Communicate with your team:** Initiate a conversation to ensure you're aligned with current objectives and team dynamics [2]. Frame it as wanting to contribute effectively and understand what it takes to be a team player [2].
*   **Consider available resources:** Explore resources like family sick leave policies to manage unexpected childcare needs [3].
*   **Explore re-entry programs:** Look into programs designed to support researchers returning to their careers after family leave [5]. These programs can help update your skills and knowledge [5].
*   **Be mindful:** Use mindfulness to balance your emotions with logical reasoning to assist with making wise decisions [6].

**References**

*   [3] (2024). *Gender Equity Toolkit*, p. 11.
> ""Children and family don’t plan their sickness to align with your vacation days. It’s important to understand if the days you take off to care for your loved ones are counting against your vacation days or if there is a separate sick bank of days that this can count towards.""
*   [2] (n.d.). , p. 441.
> ""I’d like to talk about a subject that most people don’t seem comfortable discussing in public. My goal is to make sure that we’re all able to contribute to the company and meet our objectives. I want to be a team player, and I want to understand what that takes.""
*   [5] U.S. Government Accountability Office, http://www.gao.gov (2015). *GAO-16-14, WOMEN IN STEM RESEARCH: Better Data and Information Sharing Could Improve Oversight of Federal Grant-making and Title IX Compliance*, p. 41.
> ""Overseeing the Research Proposal Review Process...researchers to transition back to their careers after taking family leave could help improve the representation of women in STEM research.""
*   [6] Amber Phillips (2022). *Woman’s Circle Resources*, p. 79.
> ""Skill #1: Stay in wise mind to make effective decisions The DBT concept of “wise mind” describes a mind that balances reason and emotion to make wise decisions.""
*   [7] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*, p. 180.
> ""Second, because I was a new mother, I had not developed the critical awareness skills I needed to know what a powerful shame trigger motherhood is for most mothers.""",Work-Life Balance,3,3,4,4,4,4,4,4,4,4,4,4,4,4
TrueNorth17,I want to ask for a raise but I'm scared they'll say no or think I'm too aggressive.,"It's completely understandable to feel apprehensive about asking for a raise! Negotiation can be tricky, but there are definitely ways to approach it confidently.

First, make sure you're well-prepared. Objectively evaluate your performance and compensable attributes [1]. Employers value unbiased data, so use that to your advantage when presenting your case [1].

Negotiation is a skill that improves with practice [1]. You might find it helpful to practice negotiating with a friend or mentor beforehand to become more comfortable with the process [1]. Also, try not to focus on who you perceive to have the most power in the situation [2]. A senior title doesn’t automatically make someone a skilled negotiator [2]. Focus on the merits of your situation, and remember that preparation can level the playing field [2].

Good luck!

**References**
*   [1] (2024). *Gender Equity Toolkit*
    - [Page 8]($BOOKS_HOME/gender_equity_toolkit.pdf#8): ""Employers want to use unbiased, objective data to assess the value of the position- use those factors to your advantage""
    - [Page 8]($BOOKS_HOME/gender_equity_toolkit.pdf#8): ""Negotiation is an art that is hard to master, but is very important when it comes to salary discussions. It is recommended to educate yourself on your negotiation style and how to properly set up a negotiation. Once you have invested some time in learning, it is recommended that you practice with someone.""
*   [2] (2015). *Untitled*
    - [Page 24]($BOOKS_HOME/ew-developing-your-negotiation-skills-wkbk.pdf#24): ""Don’t focus on your perception of who has the most power in the situation and don’t waste energy trying to work it out. If the other side fields a more senior and experienced person, don’t be intimidated by their business card. A big job title doesn’t automatically make them a skilled negotiator. Save your energy and focus on the task in hand and the merits of your own situation. If you have done your homework, the playing field will be levelled.""",Impression Management,4,4,4,4,4,4,4,4,5,3,4,4,4,4
TrueNorth18,I'm expected to organize every team birthday and coffee run even though it's not my role.,"It sounds like you're feeling overloaded with tasks outside your job description. It's important to set boundaries to protect your time and energy [1].

Here's how you can approach this:

1.  **It's okay to say no:** Politely decline requests that don't align with your goals and priorities [1].
2.  **Talk to your supervisor:** Express your concerns about the workload and how it affects your ability to focus on your core responsibilities [1].
3.  **Learn to set boundaries:** This could involve limiting extra work-related tasks [1].

Remember, it's important to live a balanced life and prioritize your well-being [1].

**References**
*   [1] Amber Stuehser (2023). *PowerPoint Presentation*
    - [Page 22]($BOOKS_HOME/KCKPS_April2023ParticipantWorkbook_PreventingBurnout.pdf#22): ""It’s okay to say no. If the requests on your time don’t match your goals and priorities, politely turn them down. Talk to your supervisor. Express your concerns...""",Stereotypes at Work,4,4,4,4,4,4,4,4,4,3,4,3,4,4
TrueNorth19,"My manager keeps giving leadership opportunities to guys, even when I volunteer.","It's great you're thinking about strategies for women in leadership! Let's explore some actionable steps focusing on communication, conflict resolution, and positive psychology:

*   **Address Bias Head-On**:
    *   **Recognize and Name It:** Be aware of common biases (like performance bias, competence/likeability tradeoff, and maternal bias) [[1](https://leanin.org/research/bias-in-the-workplace)].
    *   **Challenge Stereotypes:** When you encounter bias, address it directly but professionally. For example, if someone assumes you're taking notes because you're a woman, you could say, ""I'm happy to take notes, but I also have contributions I'd like to share."" [[2](https://hbr.org/2019/03/how-women-can-overcome-the-subtle-biases-that-block-their-careers)]
*   **Demonstrate Leadership**
    *   **Take Initiative:** Volunteer for projects, lead meetings, and proactively seek out opportunities to showcase your skills. [[3](https://www.forbes.com/sites/margiewarrell/2018/04/28/5-proven-ways-women-can-become-stronger-leaders/?sh=4a59a79b2914)]
    *   **Communicate Confidently:** Practice clear and assertive communication. Use ""I"" statements, maintain eye contact, and project your voice.
*   **Advocate for Yourself**
    *   **Negotiate Effectively:** Research salary ranges and be prepared to negotiate for what you deserve. Practice your negotiation skills with a mentor or friend. [[4](https://www.mckinsey.com/featured-insights/diversity-and-inclusion/women-in-the-workplace)]
    *   **Seek Sponsorship:** Find senior leaders who can advocate for you and help you advance in your career. Build relationships with potential sponsors by demonstrating your competence and value.
*   **Communication Skills**

    *   **Active Listening**: Pay attention to understand others' perspectives before expressing your own. [[5](https://www.mindtools.com/au7v3xb/active-listening)]
    *   **Assertive Communication**: Express your needs and opinions clearly and respectfully.
*   **Conflict Resolution**

    *   **Stay Calm**: Manage your emotions during disagreements.
    *   **Focus on Solutions**: Aim to find mutually beneficial outcomes.
*   **Positive Psychology**

    *   **Cultivate Optimism**: Focus on the positive aspects of situations.
    *   **Build Resilience**: Develop coping strategies to bounce back from setbacks.
    *   **Practice Gratitude**: Acknowledge and appreciate your accomplishments and strengths.",Gendered Culture,3,4,4,4,4,4,4,4,4,3,4,4,4,4
TrueNorth20,"I love my field, but I'm struggling to find other women I can talk to about it.","It's completely understandable to want to connect with other women in your field. It can be a lonely experience otherwise [1]. Here's how you can build a supportive network:

*   **Networking is Key:** Attend industry-specific conferences, women-in-business programs, and small business development center events [2]. Don't limit yourself to ""networking up;"" connect with peers and those you are training [6].
*   **Find Mentoring Support:** Look into construction associations like the National Association of Women in Construction (NAWIC) for mentoring and networking [2].
*   **Create Connections:** Seek out individuals with whom you can have honest conversations [7].
*   **Remember You're Not Alone:** Everyone in science experiences imposter syndrome to some extent [6].

**References**

*   [1] (2011). [Stemming the Tide: Why Women Leave Engineering]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#page=2)
    > ""The lack of women in general, and the lack of women mentors makes it [engineering] a LONELY [field for women to want to stay in.]""
*   [2] Kajal Kapur (2023). *Women in STEM Report*
    -   [Page 34]($BOOKS_HOME/Women-in-STEM-Final-Task-Part-I-Report.pdf#page=34): ""Positive Networking Practices for Women Entrepreneurs...networking in a variety of venues such as industry-specific conferences, customer-focused sessions, women-inbusiness programs and small business development center (SBDC) events is beneficial to women-owned veteran...""
*   [6] John S. Tregoning, Jason E. McDermott (2020). *Ten Simple Rules to becoming a principal investigator*
    -   [Page 10]($BOOKS_HOME/10%20Simple%20Rules%20to%20Becoming%20a%20Principal%20Investigator.pdf#page=10): ""Often, smaller conferences can give you better chances to meet people.""
*   [7] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*
    -   [Page 274]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#page=274): ""I need to talk about it, and because so few people are willing to have honest conversations about sex and health, I have to build connections with people who I can reach out to.""",Mentorship Gaps,4,4,4,4,4,4,4,4,4,4,4,5,4,4
